"MSMS Spectrum Info Workflow ID"	"MSMS Spectrum Info Spectrum ID"	"Checked"	"Tags"	"Search ID"	"Creator Node No"	"File ID"	"RT in min"	"First Scan"	"Last Scan"	"Master Scans"	"Number of Master Scans"	"Scans"	"Number of Scans"	"Mass Analyzer"	"Activation Type"	"MS Order"	"Comp Voltage in V"	"Number of PSMs"	"Number of Peptide Groups"	"Isolation Interference in Percent"	"Ion Inject Time in ms"	"Number of Precursors"	"Number of Identified Precursors"	"Precursor mz in Da"	"Precursor MHplus in Da"	"Original Mass"	"Precursor Charge"	"Original Precursor Charge"	"Precursor Intensity"	"Spectrum File"
"-383"	"86"	"False"	""	"A"	"1"	"F12"	"0.2933"	"109"	"109"	"102"	"1"	"109"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"477.73407"	"954.46086"	"477.73407"	"2"	"2"	"7507.97314453125"	"Fig2_m23139_RTS.raw"
"-383"	"87"	"False"	""	"A"	"1"	"F12"	"0.3140"	"113"	"113"	"110"	"1"	"113"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"43.39635"	"35.000"	"1"	"0"	"512.77881"	"1024.55034"	"512.77881"	"2"	"2"	"6462.5146484375"	"Fig2_m23139_RTS.raw"
"-383"	"88"	"False"	""	"A"	"1"	"F12"	"0.3148"	"114"	"114"	"110"	"1"	"114"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"36.0979"	"35.000"	"1"	"0"	"422.72696"	"844.44664"	"422.72696"	"2"	"2"	"5974.39453125"	"Fig2_m23139_RTS.raw"
"-383"	"89"	"False"	""	"A"	"1"	"F12"	"0.3415"	"118"	"118"	"116"	"1"	"118"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"24.09804"	"35.000"	"1"	"0"	"557.75604"	"1114.50481"	"557.75604"	"2"	"2"	"6721.6962890625"	"Fig2_m23139_RTS.raw"
"-383"	"90"	"False"	""	"A"	"1"	"F12"	"0.3603"	"121"	"121"	"119"	"1"	"121"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"40.39516"	"35.000"	"1"	"0"	"1467.15027"	"4399.43625"	"1467.15027"	"3"	"3"	"6525.4599609375"	"Fig2_m23139_RTS.raw"
"-383"	"91"	"False"	""	"A"	"1"	"F12"	"0.3795"	"124"	"124"	"122"	"1"	"124"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"507.26907"	"1013.53087"	"507.26907"	"2"	"2"	"9932.64453125"	"Fig2_m23139_RTS.raw"
"-383"	"92"	"False"	""	"A"	"1"	"F12"	"0.3809"	"125"	"125"	"122"	"1"	"125"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"424.75055"	"848.49382"	"424.75055"	"2"	"2"	"7057.43408203125"	"Fig2_m23139_RTS.raw"
"-383"	"93"	"False"	""	"A"	"1"	"F12"	"0.3817"	"126"	"126"	"122"	"1"	"126"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"605.81421"	"1210.62114"	"605.81421"	"2"	"2"	"5089.3203125"	"Fig2_m23139_RTS.raw"
"-383"	"94"	"False"	""	"A"	"1"	"F12"	"0.3892"	"128"	"128"	"123"	"1"	"128"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"16.53045"	"35.000"	"1"	"0"	"440.26703"	"879.52678"	"440.26703"	"2"	"2"	"79262.484375"	"Fig2_m23139_RTS.raw"
"-383"	"95"	"False"	""	"A"	"1"	"F12"	"0.3906"	"129"	"129"	"123"	"1"	"129"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"446.76138"	"892.51549"	"446.76138"	"2"	"2"	"5802.36767578125"	"Fig2_m23139_RTS.raw"
"-383"	"96"	"False"	""	"A"	"1"	"F12"	"0.3988"	"131"	"131"	"127"	"1"	"131"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"15.58574"	"35.000"	"1"	"0"	"444.24789"	"887.48851"	"444.24789"	"2"	"2"	"10568.140625"	"Fig2_m23139_RTS.raw"
"-383"	"97"	"False"	""	"A"	"1"	"F12"	"0.4180"	"134"	"134"	"132"	"1"	"134"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"23.37551"	"35.000"	"1"	"0"	"378.71927"	"756.43126"	"378.71927"	"2"	"2"	"34617.81640625"	"Fig2_m23139_RTS.raw"
"-383"	"98"	"False"	""	"A"	"1"	"F12"	"0.4276"	"136"	"136"	"133"	"1"	"136"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"63.93568"	"35.000"	"1"	"0"	"454.72501"	"908.44274"	"454.72501"	"2"	"2"	"6554.2265625"	"Fig2_m23139_RTS.raw"
"-383"	"99"	"False"	""	"A"	"1"	"F12"	"0.4291"	"137"	"137"	"133"	"1"	"137"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"573.75201"	"1146.49675"	"573.75201"	"2"	"2"	"5804.2607421875"	"Fig2_m23139_RTS.raw"
"-383"	"100"	"False"	""	"A"	"1"	"F12"	"0.5429"	"150"	"150"	"148"	"1"	"150"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"22.97243"	"35.000"	"1"	"0"	"422.72662"	"844.44597"	"422.72662"	"2"	"2"	"6414.04248046875"	"Fig2_m23139_RTS.raw"
"-383"	"101"	"False"	""	"A"	"1"	"F12"	"0.6007"	"157"	"157"	"155"	"1"	"157"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"409.71893"	"818.43059"	"409.71893"	"2"	"2"	"5724.77294921875"	"Fig2_m23139_RTS.raw"
"-383"	"102"	"False"	""	"A"	"1"	"F12"	"0.6103"	"159"	"159"	"156"	"1"	"159"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"68.0842"	"35.000"	"1"	"0"	"493.74594"	"986.48461"	"493.74594"	"2"	"2"	"5637.8310546875"	"Fig2_m23139_RTS.raw"
"-383"	"103"	"False"	""	"A"	"1"	"F12"	"0.6117"	"160"	"160"	"156"	"1"	"160"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"587.29309"	"1173.57891"	"587.29309"	"2"	"2"	"6072.56884765625"	"Fig2_m23139_RTS.raw"
"-383"	"104"	"False"	""	"A"	"1"	"F12"	"0.6200"	"162"	"162"	"158"	"1"	"162"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"3.950315"	"35.000"	"1"	"0"	"422.25626"	"843.50524"	"422.25626"	"2"	"2"	"146084.8125"	"Fig2_m23139_RTS.raw"
"-383"	"105"	"False"	""	"A"	"1"	"F12"	"0.6215"	"163"	"163"	"158"	"1"	"163"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"10.67947"	"35.000"	"1"	"0"	"378.71918"	"756.43108"	"378.71918"	"2"	"2"	"33885.1171875"	"Fig2_m23139_RTS.raw"
"-383"	"106"	"False"	""	"A"	"1"	"F12"	"0.6295"	"165"	"165"	"161"	"1"	"165"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"559.81494"	"1118.62261"	"559.81494"	"2"	"2"	"6371.90966796875"	"Fig2_m23139_RTS.raw"
"-383"	"107"	"False"	""	"A"	"1"	"F12"	"0.6388"	"167"	"167"	"164"	"1"	"167"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"19.5011"	"35.000"	"1"	"0"	"578.29370"	"1155.58013"	"578.29370"	"2"	"2"	"9669.509765625"	"Fig2_m23139_RTS.raw"
"-383"	"108"	"False"	""	"A"	"1"	"F12"	"0.7158"	"176"	"176"	"174"	"1"	"176"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"413.22437"	"825.44145"	"413.22437"	"2"	"2"	"8042.66162109375"	"Fig2_m23139_RTS.raw"
"-383"	"109"	"False"	""	"A"	"1"	"F12"	"0.7255"	"178"	"178"	"175"	"1"	"178"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"499.24951"	"997.49175"	"499.24951"	"2"	"2"	"81812.1015625"	"Fig2_m23139_RTS.raw"
"-383"	"110"	"False"	""	"A"	"1"	"F12"	"0.7269"	"179"	"179"	"175"	"1"	"179"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"24.09896"	"35.000"	"1"	"0"	"490.76605"	"980.52483"	"490.76605"	"2"	"2"	"8511.7080078125"	"Fig2_m23139_RTS.raw"
"-383"	"111"	"False"	""	"A"	"1"	"F12"	"0.7277"	"180"	"180"	"175"	"1"	"180"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"621.31647"	"1241.62566"	"621.31647"	"2"	"2"	"7886.7099609375"	"Fig2_m23139_RTS.raw"
"-383"	"112"	"False"	""	"A"	"1"	"F12"	"0.7284"	"181"	"181"	"175"	"1"	"181"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"17.91373"	"35.000"	"1"	"0"	"463.24466"	"925.48204"	"463.24466"	"2"	"2"	"7677.83203125"	"Fig2_m23139_RTS.raw"
"-383"	"113"	"False"	""	"A"	"1"	"F12"	"0.7926"	"189"	"189"	"187"	"1"	"189"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"19.78349"	"35.000"	"1"	"0"	"378.71915"	"756.43102"	"378.71915"	"2"	"2"	"29827.84765625"	"Fig2_m23139_RTS.raw"
"-383"	"114"	"False"	""	"A"	"1"	"F12"	"0.7941"	"190"	"190"	"187"	"1"	"190"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"23.58823"	"35.000"	"1"	"0"	"584.30145"	"1750.88980"	"584.30145"	"3"	"3"	"5065.26708984375"	"Fig2_m23139_RTS.raw"
"-383"	"115"	"False"	""	"A"	"1"	"F12"	"0.8023"	"192"	"192"	"188"	"1"	"192"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"62.17447"	"35.000"	"1"	"0"	"422.72675"	"844.44621"	"422.72675"	"2"	"2"	"5058.45556640625"	"Fig2_m23139_RTS.raw"
"-383"	"116"	"False"	""	"A"	"1"	"F12"	"0.8120"	"194"	"194"	"191"	"1"	"194"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"43.60683"	"35.000"	"1"	"0"	"485.73145"	"970.45561"	"485.73145"	"2"	"2"	"11163.81640625"	"Fig2_m23139_RTS.raw"
"-383"	"117"	"False"	""	"A"	"1"	"F12"	"0.8135"	"195"	"195"	"191"	"1"	"195"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"510.27969"	"1019.55211"	"510.27969"	"2"	"2"	"6489.666015625"	"Fig2_m23139_RTS.raw"
"-383"	"118"	"False"	""	"A"	"1"	"F12"	"0.8142"	"196"	"196"	"191"	"1"	"196"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"607.31042"	"1213.61357"	"607.31042"	"2"	"2"	"5472.689453125"	"Fig2_m23139_RTS.raw"
"-383"	"119"	"False"	""	"A"	"1"	"F12"	"0.8149"	"197"	"197"	"191"	"1"	"197"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"544.26935"	"1087.53142"	"544.26935"	"2"	"2"	"5432.0087890625"	"Fig2_m23139_RTS.raw"
"-383"	"120"	"False"	""	"A"	"1"	"F12"	"0.8601"	"203"	"203"	"201"	"1"	"203"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"65.19722"	"35.000"	"1"	"0"	"458.72626"	"916.44524"	"458.72626"	"2"	"2"	"5680.76708984375"	"Fig2_m23139_RTS.raw"
"-383"	"121"	"False"	""	"A"	"1"	"F12"	"0.8890"	"207"	"207"	"205"	"1"	"207"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"490.75140"	"980.49553"	"490.75140"	"2"	"2"	"6824.6005859375"	"Fig2_m23139_RTS.raw"
"-383"	"122"	"False"	""	"A"	"1"	"F12"	"0.9754"	"217"	"217"	"215"	"1"	"217"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"5.389244"	"35.000"	"1"	"0"	"407.22961"	"813.45195"	"407.22961"	"2"	"2"	"40675.46875"	"Fig2_m23139_RTS.raw"
"-383"	"123"	"False"	""	"A"	"1"	"F12"	"0.9947"	"221"	"221"	"218"	"1"	"221"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"25.00932"	"35.000"	"1"	"0"	"378.71927"	"756.43126"	"378.71927"	"2"	"2"	"26980.21875"	"Fig2_m23139_RTS.raw"
"-383"	"124"	"False"	""	"A"	"1"	"F12"	"1.0043"	"223"	"223"	"220"	"1"	"223"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"490.22415"	"979.44103"	"490.22415"	"2"	"2"	"5985.17041015625"	"Fig2_m23139_RTS.raw"
"-383"	"125"	"False"	""	"A"	"1"	"F12"	"1.0330"	"227"	"227"	"225"	"1"	"227"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"33.25397"	"35.000"	"1"	"0"	"437.75580"	"874.50432"	"437.75580"	"2"	"2"	"34245.890625"	"Fig2_m23139_RTS.raw"
"-383"	"126"	"False"	""	"A"	"1"	"F12"	"1.0345"	"228"	"228"	"225"	"1"	"228"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"78.1381"	"35.000"	"1"	"0"	"396.21344"	"1186.62577"	"396.21344"	"3"	"3"	"4753.45361328125"	"Fig2_m23139_RTS.raw"
"-383"	"127"	"False"	""	"A"	"1"	"F12"	"1.1099"	"237"	"237"	"235"	"1"	"237"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"401.71249"	"802.41771"	"401.71249"	"2"	"2"	"157362.171875"	"Fig2_m23139_RTS.raw"
"-383"	"128"	"False"	""	"A"	"1"	"F12"	"1.1113"	"238"	"238"	"235"	"1"	"238"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"11.24749"	"35.000"	"1"	"0"	"379.21088"	"757.41448"	"379.21088"	"2"	"2"	"78572.5859375"	"Fig2_m23139_RTS.raw"
"-383"	"129"	"False"	""	"A"	"1"	"F12"	"1.1192"	"240"	"240"	"236"	"1"	"240"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"3.110581"	"35.000"	"1"	"0"	"380.52951"	"1139.57398"	"380.52951"	"3"	"3"	"347881.71875"	"Fig2_m23139_RTS.raw"
"-383"	"130"	"False"	""	"A"	"1"	"F12"	"1.1207"	"241"	"241"	"236"	"1"	"241"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"532.29309"	"1063.57891"	"532.29309"	"2"	"2"	"49115.140625"	"Fig2_m23139_RTS.raw"
"-383"	"131"	"False"	""	"A"	"1"	"F12"	"1.1215"	"242"	"242"	"236"	"1"	"242"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"429.24249"	"857.47771"	"429.24249"	"2"	"2"	"48241.1875"	"Fig2_m23139_RTS.raw"
"-383"	"132"	"False"	""	"A"	"1"	"F12"	"1.1222"	"243"	"243"	"236"	"1"	"243"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"524.31946"	"1047.63164"	"524.31946"	"2"	"2"	"20671.578125"	"Fig2_m23139_RTS.raw"
"-383"	"133"	"False"	""	"A"	"1"	"F12"	"1.1229"	"244"	"244"	"236"	"1"	"244"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"475.29575"	"949.58422"	"475.29575"	"2"	"2"	"19780.6015625"	"Fig2_m23139_RTS.raw"
"-383"	"134"	"False"	""	"A"	"1"	"F12"	"1.1237"	"245"	"245"	"236"	"1"	"245"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"484.26642"	"967.52556"	"484.26642"	"2"	"2"	"13817.4111328125"	"Fig2_m23139_RTS.raw"
"-383"	"135"	"False"	""	"A"	"1"	"F12"	"1.1244"	"246"	"246"	"236"	"1"	"246"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"486.24176"	"971.47624"	"486.24176"	"2"	"2"	"10552.453125"	"Fig2_m23139_RTS.raw"
"-383"	"136"	"False"	""	"A"	"1"	"F12"	"1.1252"	"247"	"247"	"236"	"1"	"247"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"20.36618"	"35.000"	"1"	"0"	"562.78522"	"1124.56316"	"562.78522"	"2"	"2"	"6482.5146484375"	"Fig2_m23139_RTS.raw"
"-383"	"137"	"False"	""	"A"	"1"	"F12"	"1.1296"	"249"	"249"	"239"	"1"	"249"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"448.74957"	"896.49187"	"448.74957"	"2"	"2"	"83192.703125"	"Fig2_m23139_RTS.raw"
"-383"	"138"	"False"	""	"A"	"1"	"F12"	"1.1310"	"250"	"250"	"239"	"1"	"250"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"16.84134"	"35.000"	"1"	"0"	"518.77869"	"1036.55010"	"518.77869"	"2"	"2"	"26287.587890625"	"Fig2_m23139_RTS.raw"
"-383"	"139"	"False"	""	"A"	"1"	"F12"	"1.1317"	"251"	"251"	"239"	"1"	"251"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"512.76038"	"1024.51348"	"512.76038"	"2"	"2"	"14520.15234375"	"Fig2_m23139_RTS.raw"
"-383"	"140"	"False"	""	"A"	"1"	"F12"	"1.1325"	"252"	"252"	"239"	"1"	"252"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"589.77356"	"1178.53984"	"589.77356"	"2"	"2"	"10497.5244140625"	"Fig2_m23139_RTS.raw"
"-383"	"141"	"False"	""	"A"	"1"	"F12"	"1.1369"	"254"	"254"	"239"	"1"	"254"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"570.78241"	"1140.55754"	"570.78241"	"2"	"2"	"8280.4736328125"	"Fig2_m23139_RTS.raw"
"-383"	"142"	"False"	""	"A"	"1"	"F12"	"1.1383"	"255"	"255"	"239"	"1"	"255"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"552.77338"	"1104.53948"	"552.77338"	"2"	"2"	"6429.95361328125"	"Fig2_m23139_RTS.raw"
"-383"	"143"	"False"	""	"A"	"1"	"F12"	"1.1422"	"257"	"257"	"248"	"1"	"257"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"11.98955"	"35.000"	"1"	"0"	"385.22479"	"769.44231"	"385.22479"	"2"	"2"	"72769.7734375"	"Fig2_m23139_RTS.raw"
"-383"	"144"	"False"	""	"A"	"1"	"F12"	"1.1437"	"258"	"258"	"248"	"1"	"258"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"10.91329"	"35.000"	"1"	"0"	"411.73459"	"822.46190"	"411.73459"	"2"	"2"	"36576.796875"	"Fig2_m23139_RTS.raw"
"-383"	"145"	"False"	""	"A"	"1"	"F12"	"1.1523"	"260"	"260"	"256"	"1"	"260"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"462.25345"	"923.49962"	"462.25345"	"2"	"2"	"11982.6357421875"	"Fig2_m23139_RTS.raw"
"-383"	"146"	"False"	""	"A"	"1"	"F12"	"1.1538"	"261"	"261"	"256"	"1"	"261"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"24.00974"	"35.000"	"1"	"0"	"578.84625"	"1156.68523"	"578.84625"	"2"	"2"	"8194.619140625"	"Fig2_m23139_RTS.raw"
"-383"	"147"	"False"	""	"A"	"1"	"F12"	"1.1545"	"262"	"262"	"256"	"1"	"262"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"493.78812"	"986.56896"	"493.78812"	"2"	"2"	"6302.9599609375"	"Fig2_m23139_RTS.raw"
"-383"	"148"	"False"	""	"A"	"1"	"F12"	"1.1552"	"263"	"263"	"256"	"1"	"263"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"697.83844"	"1394.66960"	"697.83844"	"2"	"2"	"5991.2119140625"	"Fig2_m23139_RTS.raw"
"-383"	"149"	"False"	""	"A"	"1"	"F12"	"1.1560"	"264"	"264"	"256"	"1"	"264"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"555.28723"	"1109.56719"	"555.28723"	"2"	"2"	"5029.44384765625"	"Fig2_m23139_RTS.raw"
"-383"	"150"	"False"	""	"A"	"1"	"F12"	"1.1618"	"266"	"266"	"259"	"1"	"266"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"484.27682"	"967.54637"	"484.27682"	"2"	"2"	"37969.90234375"	"Fig2_m23139_RTS.raw"
"-383"	"151"	"False"	""	"A"	"1"	"F12"	"1.1633"	"267"	"267"	"259"	"1"	"267"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"396.23187"	"791.45647"	"396.23187"	"2"	"2"	"9250.978515625"	"Fig2_m23139_RTS.raw"
"-383"	"152"	"False"	""	"A"	"1"	"F12"	"1.1640"	"268"	"268"	"259"	"1"	"268"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"580.81909"	"1160.63091"	"580.81909"	"2"	"2"	"7901.60205078125"	"Fig2_m23139_RTS.raw"
"-383"	"153"	"False"	""	"A"	"1"	"F12"	"1.1719"	"270"	"270"	"265"	"1"	"270"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"498.75629"	"996.50530"	"498.75629"	"2"	"2"	"8507.625"	"Fig2_m23139_RTS.raw"
"-383"	"154"	"False"	""	"A"	"1"	"F12"	"1.1809"	"273"	"273"	"269"	"1"	"273"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"7.170242"	"35.000"	"1"	"0"	"454.75867"	"908.51006"	"454.75867"	"2"	"2"	"29504.54296875"	"Fig2_m23139_RTS.raw"
"-383"	"155"	"False"	""	"A"	"1"	"F12"	"1.1824"	"274"	"274"	"269"	"1"	"274"	"1"	"IonTrap"	"CID"	"MS2"	"-60.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"505.28229"	"1009.55730"	"505.28229"	"2"	"2"	"13750.96875"	"Fig2_m23139_RTS.raw"
"-383"	"156"	"False"	""	"A"	"1"	"F12"	"1.1911"	"276"	"276"	"272"	"1"	"276"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"594.76746"	"1188.52764"	"594.76746"	"2"	"2"	"39084.4375"	"Fig2_m23139_RTS.raw"
"-383"	"157"	"False"	""	"A"	"1"	"F12"	"1.1925"	"277"	"277"	"272"	"1"	"277"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"520.75781"	"1040.50835"	"520.75781"	"2"	"2"	"18414.984375"	"Fig2_m23139_RTS.raw"
"-383"	"158"	"False"	""	"A"	"1"	"F12"	"1.1933"	"278"	"278"	"272"	"1"	"278"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"414.72906"	"828.45085"	"414.72906"	"2"	"2"	"10669.744140625"	"Fig2_m23139_RTS.raw"
"-383"	"159"	"False"	""	"A"	"1"	"F12"	"1.1940"	"279"	"279"	"272"	"1"	"279"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"597.30029"	"1193.59331"	"597.30029"	"2"	"2"	"6737.228515625"	"Fig2_m23139_RTS.raw"
"-383"	"160"	"False"	""	"A"	"1"	"F12"	"1.1947"	"280"	"280"	"272"	"1"	"280"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"603.30017"	"1205.59307"	"603.30017"	"2"	"2"	"6433.39453125"	"Fig2_m23139_RTS.raw"
"-383"	"161"	"False"	""	"A"	"1"	"F12"	"1.1955"	"281"	"281"	"272"	"1"	"281"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"600.81653"	"1200.62578"	"600.81653"	"2"	"2"	"6288.7099609375"	"Fig2_m23139_RTS.raw"
"-383"	"162"	"False"	""	"A"	"1"	"F12"	"1.1962"	"282"	"282"	"272"	"1"	"282"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"467.74237"	"934.47746"	"467.74237"	"2"	"2"	"6258.37939453125"	"Fig2_m23139_RTS.raw"
"-383"	"163"	"False"	""	"A"	"1"	"F12"	"1.1970"	"283"	"283"	"272"	"1"	"283"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"0"	"35.000"	"1"	"0"	"587.29285"	"1173.57842"	"587.29285"	"2"	"2"	"5794.359375"	"Fig2_m23139_RTS.raw"
"-383"	"164"	"False"	""	"A"	"1"	"F12"	"1.1977"	"284"	"284"	"272"	"1"	"284"	"1"	"IonTrap"	"CID"	"MS2"	"-80.0"	"0"	"0"	"27.06222"	"35.000"	"1"	"0"	"464.73578"	"928.46428"	"464.73578"	"2"	"2"	"5686.87109375"	"Fig2_m23139_RTS.raw"
"-383"	"165"	"False"	""	"A"	"1"	"F12"	"1.2017"	"286"	"286"	"275"	"1"	"286"	"1"	"IonTrap"	"CID"	"MS2"	"-40.0"	"0"	"0"	"26.87311"	"35.000"	"1"	"0"	"378.71909"	"756.43089"	"378.71909"	"2"	"2"	"27143.927734375"	"Fig2_m23139_RTS.raw"
